50549
26
1677
1677
0 1  1  8 2077 10 (D,0,1,1) (S,6,1,16) (S,2,16,16) (S,35,16,26) (S,105,26,18) (S,102,18,20) (S,56,20,38) (S,107,38,38) (S,106,38,43) (D,0,1,1) 
0 1  2  5 1947  7 (D,0,1,1) (S,33,1,25) (S,3,25,25) (S,65,25,35) (S,82,35,51) (S,95,51,53) (D,0,1,1) 
0 1  3  5 2031  7 (D,0,1,1) (S,32,1,17) (S,104,17,27) (S,36,27,19) (S,100,19,11) (S,99,11,14) (D,0,1,1) 
0 1  4  3 1806  5 (D,0,1,1) (S,8,1,9) (S,19,9,10) (S,20,10,18) (D,0,1,1) 
0 1  5  6 2080  8 (D,0,1,1) (S,7,1,3) (S,11,3,5) (S,15,5,12) (S,1,12,12) (S,40,12,30) (S,4,30,30) (D,0,1,1) 
0 1  6  4 1825  6 (D,0,1,1) (S,5,1,2) (S,9,2,4) (S,10,4,10) (S,23,10,20) (D,0,1,1) 
0 1  7  4 2020  6 (D,0,1,1) (S,34,1,18) (S,37,18,28) (S,70,28,46) (S,94,46,52) (D,0,1,1) 
0 1  8  5 2138  7 (D,0,1,1) (S,49,1,34) (S,48,34,26) (S,52,26,36) (S,84,36,52) (S,91,52,55) (D,0,1,1) 
0 1  9  5 2172  7 (D,0,1,1) (S,22,1,20) (S,55,20,30) (S,59,30,40) (S,90,40,49) (S,98,49,56) (D,0,1,1) 
0 1 10  4 1823  6 (D,0,1,1) (S,21,1,19) (S,39,19,29) (S,38,29,21) (S,57,21,31) (D,0,1,1) 
0 1 11  4 1997  6 (D,0,1,1) (S,13,1,12) (S,14,12,6) (S,16,6,13) (S,30,13,24) (D,0,1,1) 
0 1 12  5 2030  7 (D,0,1,1) (S,12,1,11) (S,25,11,22) (S,42,22,31) (S,58,31,39) (S,103,39,21) (D,0,1,1) 
0 1 13  4 2016  6 (D,0,1,1) (S,50,1,35) (S,81,35,45) (S,69,45,45) (S,89,45,54) (D,0,1,1) 
0 1 14  5 2023  7 (D,0,1,1) (S,51,1,28) (S,54,28,37) (S,73,37,47) (S,97,47,55) (S,76,55,48) (D,0,1,1) 
0 1 15  4 1997  6 (D,0,1,1) (S,80,1,50) (S,93,50,51) (S,67,51,44) (S,96,44,54) (D,0,1,1) 
0 1 16  4 2062  6 (D,0,1,1) (S,79,1,44) (S,66,44,36) (S,83,36,46) (S,75,46,41) (D,0,1,1) 
0 1 17  4 2108  6 (D,0,1,1) (S,24,1,21) (S,74,21,40) (S,77,40,42) (S,92,42,56) (D,0,1,1) 
0 1 18  4 2027  6 (D,0,1,1) (S,53,1,29) (S,72,29,46) (S,88,46,48) (S,60,48,33) (D,0,1,1) 
0 1 19  4 2086  6 (D,0,1,1) (S,68,1,37) (S,71,37,39) (S,87,39,53) (S,41,53,23) (D,0,1,1) 
0 1 20  4 2050  6 (D,0,1,1) (S,27,1,22) (S,45,22,32) (S,64,32,42) (S,47,42,33) (D,0,1,1) 
0 1 21  3 1726  5 (D,0,1,1) (S,26,1,14) (S,44,14,24) (S,31,24,24) (D,0,1,1) 
0 1 22  4 1877  6 (D,0,1,1) (S,17,1,8) (S,18,8,15) (S,101,15,6) (S,29,6,23) (D,0,1,1) 
0 1 23  2 1686  4 (D,0,1,1) (S,43,1,32) (S,62,32,41) (D,0,1,1) 
0 1 24  3 1741  5 (D,0,1,1) (S,28,1,15) (S,46,15,32) (S,78,32,49) (D,0,1,1) 
0 1 25  2 1620  4 (D,0,1,1) (S,86,1,52) (S,85,52,47) (D,0,1,1) 
0 1 26  2 1584  4 (D,0,1,1) (S,63,1,42) (S,61,42,40) (D,0,1,1) 
