1065
10
2163
2163
0 1  1 13   94 15 (D,0,1,1) (S,76,1,13) (S,6,13,13) (S,12,13,21) (S,83,21,25) (S,16,25,25) (S,21,25,33) (S,81,33,25) (S,71,25,25) (S,59,25,26) (S,92,26,20) (S,45,20,21) (S,66,21,22) (S,14,22,23) (D,0,1,1) 
0 1  2 14  110 16 (D,0,1,1) (S,60,1,1) (S,3,1,5) (S,4,5,6) (S,74,6,5) (S,109,5,6) (S,93,6,12) (S,91,12,7) (S,97,7,11) (S,5,11,11) (S,103,11,12) (S,48,12,18) (S,11,18,18) (S,20,18,31) (S,115,31,38) (D,0,1,1) 
0 1  3 16   92 18 (D,0,1,1) (S,82,1,9) (S,46,9,14) (S,7,14,14) (S,90,14,29) (S,18,29,29) (S,19,29,30) (S,69,30,24) (S,15,24,24) (S,61,24,23) (S,8,23,15) (S,107,15,24) (S,85,24,23) (S,73,23,23) (S,100,23,16) (S,9,16,16) (S,10,16,17) (D,0,1,1) 
0 1  4 12  110 14 (D,0,1,1) (S,94,1,16) (S,96,16,30) (S,49,30,30) (S,25,30,39) (S,77,39,30) (S,89,30,40) (S,112,40,31) (S,114,31,19) (S,32,19,19) (S,78,19,32) (S,95,32,32) (S,24,32,38) (D,0,1,1) 
0 1  5  9  103 11 (D,0,1,1) (S,105,1,10) (S,108,10,11) (S,40,11,31) (S,54,31,40) (S,99,40,38) (S,110,38,36) (S,33,36,46) (S,67,46,45) (S,28,45,45) (D,0,1,1) 
0 1  6 13  122 15 (D,0,1,1) (S,72,1,17) (S,36,17,24) (S,38,24,24) (S,79,24,24) (S,57,24,17) (S,34,17,38) (S,44,38,44) (S,64,44,37) (S,23,37,37) (S,102,37,29) (S,111,29,31) (S,70,31,39) (S,17,39,28) (D,0,1,1) 
0 1  7 14  110 16 (D,0,1,1) (S,43,1,23) (S,88,23,27) (S,101,27,28) (S,113,28,35) (S,55,35,36) (S,80,36,43) (S,27,43,43) (S,26,43,42) (S,104,42,48) (S,29,48,48) (S,30,48,49) (S,31,49,50) (S,63,50,48) (S,75,48,49) (D,0,1,1) 
0 1  8 11  156 13 (D,0,1,1) (S,53,1,15) (S,51,15,36) (S,37,36,50) (S,65,50,44) (S,98,44,43) (S,39,43,42) (S,56,42,35) (S,47,35,29) (S,62,29,40) (S,35,40,48) (S,2,48,3) (D,0,1,1) 
0 1  9 11  123 13 (D,0,1,1) (S,1,1,2) (S,68,2,4) (S,86,4,3) (S,42,3,7) (S,50,7,6) (S,13,6,22) (S,58,22,14) (S,41,14,34) (S,22,34,34) (S,106,34,35) (S,52,35,27) (D,0,1,1) 
0 1 10  2   45  4 (D,0,1,1) (S,87,1,9) (S,84,9,13) (D,0,1,1) 
