1217
10
2048
2048
0 1  1 13  108 15 (D,0,1,1) (S,3,1,6) (S,100,6,12) (S,7,12,12) (S,8,12,13) (S,98,13,12) (S,85,12,7) (S,4,7,7) (S,90,7,1) (S,83,1,13) (S,29,13,20) (S,78,20,26) (S,106,26,34) (S,88,34,47) (D,0,1,1) 
0 1  2 14  123 16 (D,0,1,1) (S,114,1,6) (S,40,6,5) (S,73,5,11) (S,6,11,11) (S,47,11,20) (S,14,20,26) (S,86,26,26) (S,65,26,30) (S,103,30,30) (S,67,30,18) (S,39,18,19) (S,99,19,29) (S,17,29,33) (S,62,33,48) (D,0,1,1) 
0 1  3 15  116 17 (D,0,1,1) (S,112,1,30) (S,45,30,40) (S,23,40,47) (S,109,47,40) (S,66,40,49) (S,94,49,41) (S,89,41,49) (S,97,49,48) (S,69,48,41) (S,55,41,50) (S,115,50,45) (S,61,45,43) (S,21,43,43) (S,74,43,50) (S,96,50,45) (D,0,1,1) 
0 1  4 11  133 13 (D,0,1,1) (S,54,1,21) (S,15,21,27) (S,75,27,22) (S,11,22,22) (S,51,22,27) (S,25,27,34) (S,53,34,41) (S,22,41,44) (S,113,44,44) (S,72,44,41) (S,28,41,49) (D,0,1,1) 
0 1  5 13  117 15 (D,0,1,1) (S,95,1,6) (S,58,6,13) (S,9,13,14) (S,46,14,23) (S,12,23,23) (S,31,23,16) (S,13,16,24) (S,26,24,28) (S,87,28,38) (S,19,38,38) (S,68,38,42) (S,91,42,36) (S,57,36,12) (D,0,1,1) 
0 1  6 11  126 13 (D,0,1,1) (S,60,1,18) (S,82,18,26) (S,30,26,33) (S,20,33,39) (S,50,39,46) (S,84,46,47) (S,44,47,34) (S,49,34,36) (S,107,36,42) (S,42,42,50) (S,108,50,43) (D,0,1,1) 
0 1  7 12  144 14 (D,0,1,1) (S,52,1,6) (S,27,6,22) (S,16,22,31) (S,18,31,37) (S,76,37,36) (S,104,36,41) (S,37,41,35) (S,59,35,34) (S,38,34,19) (S,105,19,31) (S,116,31,38) (S,71,38,32) (D,0,1,1) 
0 1  8 13  126 15 (D,0,1,1) (S,24,1,7) (S,33,7,3) (S,1,3,3) (S,5,3,9) (S,41,9,15) (S,79,15,24) (S,92,24,31) (S,77,31,37) (S,81,37,38) (S,34,38,43) (S,93,43,28) (S,80,28,32) (S,119,32,9) (D,0,1,1) 
0 1  9 12  155 14 (D,0,1,1) (S,111,1,7) (S,36,7,14) (S,63,14,8) (S,64,8,16) (S,70,16,32) (S,56,32,23) (S,117,23,9) (S,110,9,24) (S,101,24,38) (S,35,38,37) (S,48,37,36) (S,32,36,17) (D,0,1,1) 
0 1 10  5   69  7 (D,0,1,1) (S,43,1,4) (S,2,4,4) (S,118,4,17) (S,10,17,17) (S,102,17,10) (D,0,1,1) 
