1089
10
2332
2332
0 1  1 16   92 18 (D,0,1,1) (S,2,1,9) (S,79,9,22) (S,9,22,22) (S,8,22,21) (S,70,21,25) (S,75,25,33) (S,17,33,33) (S,99,33,26) (S,12,26,26) (S,83,26,20) (S,52,20,26) (S,13,26,27) (S,14,27,28) (S,100,28,27) (S,89,27,28) (S,10,28,23) (D,0,1,1) 
0 1  2 17   96 19 (D,0,1,1) (S,117,1,13) (S,5,13,13) (S,35,13,21) (S,71,21,9) (S,47,9,23) (S,102,23,15) (S,6,15,15) (S,72,15,29) (S,15,29,29) (S,16,29,30) (S,88,30,37) (S,108,37,37) (S,60,37,36) (S,77,36,38) (S,32,38,44) (S,96,44,38) (S,115,38,29) (D,0,1,1) 
0 1  3 17  104 19 (D,0,1,1) (S,94,1,1) (S,62,1,6) (S,1,6,6) (S,81,6,1) (S,61,1,9) (S,51,9,15) (S,107,15,24) (S,11,24,24) (S,111,24,23) (S,54,23,23) (S,58,23,16) (S,7,16,17) (S,66,17,19) (S,63,19,7) (S,118,7,12) (S,109,12,11) (S,114,11,2) (D,0,1,1) 
0 1  4 11   95 13 (D,0,1,1) (S,104,1,5) (S,55,5,3) (S,39,3,5) (S,3,5,10) (S,56,10,11) (S,4,11,11) (S,30,11,19) (S,46,19,18) (S,101,18,32) (S,73,32,31) (S,113,31,32) (D,0,1,1) 
0 1  5 10  109 12 (D,0,1,1) (S,40,1,10) (S,105,10,10) (S,25,10,31) (S,82,31,19) (S,38,19,40) (S,95,40,39) (S,18,39,39) (S,103,39,30) (S,37,30,30) (S,80,30,38) (D,0,1,1) 
0 1  6 13  123 15 (D,0,1,1) (S,53,1,16) (S,85,16,17) (S,44,17,18) (S,27,18,24) (S,67,24,29) (S,57,29,24) (S,119,24,23) (S,29,23,24) (S,98,24,17) (S,64,17,31) (S,42,31,46) (S,21,46,46) (S,68,46,4) (D,0,1,1) 
0 1  7 11  123 13 (D,0,1,1) (S,106,1,15) (S,97,15,22) (S,86,22,8) (S,112,8,9) (S,74,9,14) (S,50,14,29) (S,110,29,43) (S,36,43,43) (S,59,43,44) (S,93,44,48) (S,23,48,49) (D,0,1,1) 
0 1  8 12  133 14 (D,0,1,1) (S,65,1,1) (S,31,1,6) (S,121,6,3) (S,48,3,7) (S,33,7,23) (S,34,23,36) (S,45,36,50) (S,24,50,50) (S,91,50,48) (S,69,48,45) (S,20,45,45) (S,116,45,44) (D,0,1,1) 
0 1  9 10  133 12 (D,0,1,1) (S,49,1,21) (S,28,21,41) (S,26,41,42) (S,78,42,35) (S,19,35,44) (S,90,44,49) (S,43,49,50) (S,92,50,49) (S,87,49,43) (S,84,43,35) (D,0,1,1) 
0 1 10  4   81  6 (D,0,1,1) (S,76,1,13) (S,41,13,42) (S,22,42,47) (S,120,47,39) (D,0,1,1) 
