81129
35
2700
2700
0 1  1  9 2094 11 (D,0,1,1) (S,6,1,8) (S,129,8,10) (S,8,10,10) (S,9,10,11) (S,7,11,9) (S,66,9,11) (S,10,11,12) (S,68,12,18) (S,23,18,27) (D,0,1,1) 
0 1  2  4 1942  6 (D,0,1,1) (S,65,1,9) (S,1,9,2) (S,58,2,9) (S,148,9,18) (D,0,1,1) 
0 1  3  6 2042  8 (D,0,1,1) (S,57,1,8) (S,130,8,17) (S,15,17,17) (S,16,17,18) (S,136,18,11) (S,132,11,19) (D,0,1,1) 
0 1  4  6 2054  8 (D,0,1,1) (S,67,1,11) (S,131,11,3) (S,2,3,3) (S,3,3,4) (S,125,4,2) (S,126,2,12) (D,0,1,1) 
0 1  5  6 2669  8 (D,0,1,1) (S,124,1,3) (S,60,3,5) (S,4,5,5) (S,127,5,14) (S,20,14,22) (S,44,22,49) (D,0,1,1) 
0 1  6  5 2281  7 (D,0,1,1) (S,56,1,2) (S,59,2,4) (S,61,4,13) (S,11,13,13) (S,38,13,43) (D,0,1,1) 
0 1  7  7 2412  9 (D,0,1,1) (S,76,1,26) (S,22,26,26) (S,29,26,34) (S,147,34,27) (S,24,27,28) (S,170,28,46) (S,173,46,58) (D,0,1,1) 
0 1  8  4 2106  6 (D,0,1,1) (S,69,1,13) (S,12,13,14) (S,133,14,5) (S,74,5,22) (D,0,1,1) 
0 1  9  5 2075  7 (D,0,1,1) (S,137,1,19) (S,17,19,19) (S,18,19,20) (S,80,20,21) (S,146,21,30) (D,0,1,1) 
0 1 10  6 2106  8 (D,0,1,1) (S,77,1,26) (S,161,26,36) (S,31,36,36) (S,163,36,34) (S,97,34,45) (S,40,45,45) (D,0,1,1) 
0 1 11  4 2518  6 (D,0,1,1) (S,86,1,34) (S,96,34,37) (S,32,37,37) (S,46,37,51) (D,0,1,1) 
0 1 12  6 2548  8 (D,0,1,1) (S,94,1,35) (S,30,35,35) (S,98,35,43) (S,162,43,27) (S,25,27,29) (S,34,29,39) (D,0,1,1) 
0 1 13  5 2142  7 (D,0,1,1) (S,72,1,20) (S,19,20,21) (S,138,21,25) (S,154,25,31) (S,144,31,20) (D,0,1,1) 
0 1 14  6 2336  8 (D,0,1,1) (S,71,1,19) (S,81,19,29) (S,153,29,29) (S,151,29,30) (S,26,30,31) (S,28,31,33) (D,0,1,1) 
0 1 15  5 2155  7 (D,0,1,1) (S,70,1,14) (S,62,14,6) (S,5,6,6) (S,13,6,15) (S,140,15,15) (D,0,1,1) 
0 1 16  5 2172  7 (D,0,1,1) (S,79,1,28) (S,33,28,38) (S,39,38,44) (S,42,44,47) (S,104,47,44) (D,0,1,1) 
0 1 17  4 2214  6 (D,0,1,1) (S,78,1,20) (S,82,20,22) (S,141,22,24) (S,160,24,32) (D,0,1,1) 
0 1 18  7 2371  9 (D,0,1,1) (S,149,1,26) (S,87,26,28) (S,165,28,39) (S,164,39,37) (S,48,37,53) (S,50,53,55) (S,49,55,54) (D,0,1,1) 
0 1 19  5 2335  7 (D,0,1,1) (S,95,1,37) (S,41,37,46) (S,119,46,55) (S,51,55,56) (S,53,56,58) (D,0,1,1) 
0 1 20  5 2420  7 (D,0,1,1) (S,90,1,38) (S,105,38,47) (S,171,47,43) (S,109,43,53) (S,100,53,40) (D,0,1,1) 
0 1 21  4 2246  6 (D,0,1,1) (S,89,1,37) (S,108,37,47) (S,43,47,48) (S,110,48,48) (D,0,1,1) 
0 1 22  5 2454  7 (D,0,1,1) (S,88,1,29) (S,156,29,32) (S,27,32,32) (S,36,32,41) (S,176,41,60) (D,0,1,1) 
0 1 23  5 2274  7 (D,0,1,1) (S,73,1,15) (S,14,15,16) (S,134,16,23) (S,139,23,31) (S,145,31,21) (D,0,1,1) 
0 1 24  5 2443  7 (D,0,1,1) (S,63,1,7) (S,128,7,16) (S,75,16,16) (S,21,16,24) (S,175,24,42) (D,0,1,1) 
0 1 25  5 2437  7 (D,0,1,1) (S,64,1,15) (S,135,15,24) (S,159,24,24) (S,93,24,42) (S,37,42,42) (D,0,1,1) 
0 1 26  5 2282  7 (D,0,1,1) (S,107,1,52) (S,47,52,52) (S,120,52,55) (S,178,55,55) (S,177,55,56) (D,0,1,1) 
0 1 27  5 2568  7 (D,0,1,1) (S,106,1,46) (S,111,46,56) (S,52,56,57) (S,172,57,39) (S,179,39,59) (D,0,1,1) 
0 1 28  5 2331  7 (D,0,1,1) (S,85,1,31) (S,152,31,39) (S,35,39,40) (S,167,40,48) (S,112,48,49) (D,0,1,1) 
0 1 29  4 2295  6 (D,0,1,1) (S,118,1,54) (S,117,54,53) (S,121,53,57) (S,113,57,57) (D,0,1,1) 
0 1 30  5 2504  7 (D,0,1,1) (S,150,1,19) (S,99,19,44) (S,166,44,29) (S,155,29,22) (S,84,22,32) (D,0,1,1) 
0 1 31  5 2479  7 (D,0,1,1) (S,83,1,23) (S,143,23,23) (S,142,23,16) (S,158,16,33) (S,157,33,31) (D,0,1,1) 
0 1 32  4 2533  6 (D,0,1,1) (S,91,1,40) (S,114,40,50) (S,45,50,50) (S,54,50,59) (D,0,1,1) 
0 1 33  5 2451  7 (D,0,1,1) (S,92,1,41) (S,169,41,51) (S,174,51,41) (S,168,41,50) (S,180,50,58) (D,0,1,1) 
0 1 34  4 2509  6 (D,0,1,1) (S,102,1,49) (S,101,49,41) (S,103,41,42) (S,116,42,59) (D,0,1,1) 
0 1 35  4 2331  6 (D,0,1,1) (S,122,1,58) (S,123,58,60) (S,55,60,60) (S,115,60,51) (D,0,1,1) 
