35971
17
5014
5014
0 1  1  6 1941  8 (D,0,11,11) (S,2,11,2) (S,1,2,1) (S,10,1,10) (S,20,10,21) (S,21,21,22) (S,32,22,33) (D,0,11,11) 
0 1  2  5 1923  7 (D,0,11,11) (S,11,11,12) (S,22,12,23) (S,23,23,24) (S,24,24,25) (S,25,25,26) (D,0,11,11) 
0 1  3  7 2040  9 (D,0,11,11) (S,12,11,13) (S,13,13,14) (S,14,14,15) (S,15,15,16) (S,6,16,6) (S,5,6,5) (S,16,5,17) (D,0,11,11) 
0 1  4  8 2417 10 (D,0,11,11) (S,3,11,3) (S,4,3,4) (S,7,4,7) (S,8,7,8) (S,9,8,9) (S,19,9,20) (S,30,20,31) (S,46,31,47) (D,0,11,11) 
0 1  5  7 2178  9 (D,0,11,11) (S,33,11,34) (S,34,34,35) (S,43,35,44) (S,54,44,55) (S,55,55,56) (S,65,56,66) (S,86,66,87) (D,0,11,11) 
0 1  6  7 2193  9 (D,0,11,11) (S,31,11,32) (S,51,32,52) (S,71,52,72) (S,84,72,85) (S,85,85,86) (S,73,86,74) (S,74,74,75) (D,0,11,11) 
0 1  7  4 2096  6 (D,0,11,11) (S,52,11,53) (S,53,53,54) (S,64,54,65) (S,66,65,67) (D,0,11,11) 
0 1  8  5 2177  7 (D,0,11,11) (S,72,11,73) (S,75,73,76) (S,76,76,77) (S,77,77,78) (S,57,78,58) (D,0,11,11) 
0 1  9  6 2135  8 (D,0,11,11) (S,35,11,36) (S,36,36,37) (S,37,37,38) (S,38,38,39) (S,39,39,40) (S,40,40,41) (D,0,11,11) 
0 1 10  5 2179  7 (D,0,11,11) (S,26,11,27) (S,27,27,28) (S,28,28,29) (S,29,29,30) (S,18,30,19) (D,0,11,11) 
0 1 11  6 2191  8 (D,0,11,11) (S,44,11,45) (S,45,45,46) (S,56,46,57) (S,67,57,68) (S,68,68,69) (S,59,69,60) (D,0,11,11) 
0 1 12  7 2485  9 (D,0,11,11) (S,17,11,18) (S,41,18,42) (S,50,42,51) (S,61,51,62) (S,62,62,63) (S,82,63,83) (S,91,83,92) (D,0,11,11) 
0 1 13  6 2165  8 (D,0,11,11) (S,47,11,48) (S,48,48,49) (S,49,49,50) (S,60,50,61) (S,70,61,71) (S,69,71,70) (D,0,11,11) 
0 1 14  5 2256  7 (D,0,11,11) (S,58,11,59) (S,78,59,79) (S,79,79,80) (S,80,80,81) (S,81,81,82) (D,0,11,11) 
0 1 15  4 2197  6 (D,0,11,11) (S,87,11,88) (S,88,88,89) (S,89,89,90) (S,90,90,91) (D,0,11,11) 
0 1 16  4 2129  6 (D,0,11,11) (S,42,11,43) (S,63,43,64) (S,83,64,84) (S,93,84,94) (D,0,11,11) 
0 1 17  1 1269  3 (D,0,11,11) (S,92,11,93) (D,0,11,11) 
