57227
25
3388
3388
0 1  1  6 2185  8 (D,0,1,1) (S,39,1,11) (S,6,11,11) (S,7,11,12) (S,10,12,19) (S,56,19,19) (S,13,19,28) (D,0,1,1) 
0 1  2  6 1959  8 (D,0,1,1) (S,38,1,1) (S,37,1,10) (S,5,10,10) (S,54,10,2) (S,40,2,2) (S,55,2,10) (D,0,1,1) 
0 1  3  9 2742 11 (D,0,1,1) (S,53,1,11) (S,12,11,27) (S,17,27,37) (S,118,37,36) (S,16,36,36) (S,117,36,27) (S,90,27,10) (S,60,10,21) (S,19,21,42) (D,0,1,1) 
0 1  4 10 2389 12 (D,0,1,1) (S,52,1,1) (S,92,1,35) (S,132,35,45) (S,131,45,35) (S,112,35,44) (S,111,44,36) (S,115,36,37) (S,21,37,46) (S,136,46,38) (S,129,38,43) (D,0,1,1) 
0 1  5  6 2115  8 (D,0,1,1) (S,91,1,27) (S,95,27,37) (S,116,37,44) (S,110,44,26) (S,94,26,28) (S,120,28,47) (D,0,1,1) 
0 1  6  7 2442  9 (D,0,1,1) (S,41,1,13) (S,8,13,13) (S,59,13,14) (S,78,14,30) (S,15,30,30) (S,104,30,30) (S,23,30,49) (D,0,1,1) 
0 1  7  8 2268 10 (D,0,1,1) (S,43,1,6) (S,1,6,6) (S,2,6,7) (S,3,7,8) (S,47,8,8) (S,46,8,6) (S,48,6,16) (S,178,16,55) (D,0,1,1) 
0 1  8  8 2224 10 (D,0,1,1) (S,42,1,4) (S,44,4,14) (S,77,14,22) (S,11,22,23) (S,79,23,31) (S,103,31,51) (S,25,51,51) (S,153,51,53) (D,0,1,1) 
0 1  9  8 2256 10 (D,0,1,1) (S,93,1,11) (S,73,11,28) (S,119,28,39) (S,18,39,39) (S,22,39,48) (S,145,48,50) (S,160,50,65) (S,182,65,67) (D,0,1,1) 
0 1 10  7 2264  9 (D,0,1,1) (S,114,1,35) (S,113,35,27) (S,135,27,61) (S,31,61,61) (S,170,61,60) (S,30,60,60) (S,179,60,66) (D,0,1,1) 
0 1 11  6 2158  8 (D,0,1,1) (S,57,1,4) (S,58,4,12) (S,98,12,39) (S,142,39,63) (S,33,63,63) (S,34,63,64) (D,0,1,1) 
0 1 12  8 2251 10 (D,0,1,1) (S,45,1,15) (S,9,15,16) (S,61,16,6) (S,49,6,9) (S,4,9,9) (S,51,9,8) (S,67,8,8) (S,65,8,17) (D,0,1,1) 
0 1 13  9 2370 11 (D,0,1,1) (S,133,1,46) (S,134,46,45) (S,169,45,59) (S,29,59,59) (S,168,59,45) (S,138,45,48) (S,144,48,40) (S,143,40,39) (S,14,39,29) (D,0,1,1) 
0 1 14 11 2685 13 (D,0,1,1) (S,97,1,38) (S,96,38,29) (S,99,29,20) (S,101,20,30) (S,102,30,21) (S,76,21,14) (S,63,14,16) (S,62,16,14) (S,66,14,23) (S,81,23,16) (S,28,16,58) (D,0,1,1) 
0 1 15  7 2201  9 (D,0,1,1) (S,75,1,29) (S,74,29,21) (S,100,21,28) (S,124,28,49) (S,141,49,49) (S,157,49,64) (S,174,64,62) (D,0,1,1) 
0 1 16  8 2238 10 (D,0,1,1) (S,167,1,60) (S,171,60,62) (S,32,62,62) (S,173,62,63) (S,177,63,65) (S,181,65,65) (S,180,65,56) (S,150,56,56) (D,0,1,1) 
0 1 17  8 2217 10 (D,0,1,1) (S,50,1,17) (S,72,17,25) (S,109,25,43) (S,20,43,43) (S,108,43,25) (S,107,25,24) (S,105,24,32) (S,80,32,32) (D,0,1,1) 
0 1 18  7 2330  9 (D,0,1,1) (S,123,1,48) (S,140,48,47) (S,139,47,39) (S,122,39,40) (S,121,40,29) (S,156,29,55) (S,26,55,56) (D,0,1,1) 
0 1 19  7 2267  9 (D,0,1,1) (S,64,1,7) (S,69,7,18) (S,70,18,17) (S,71,17,24) (S,106,24,34) (S,89,34,24) (S,86,24,33) (D,0,1,1) 
0 1 20  6 2371  8 (D,0,1,1) (S,137,1,46) (S,172,46,61) (S,176,61,63) (S,175,63,54) (S,155,54,49) (S,24,49,50) (D,0,1,1) 
0 1 21  6 2360  8 (D,0,1,1) (S,68,1,16) (S,87,16,34) (S,88,34,18) (S,85,18,32) (S,125,32,32) (S,165,32,57) (D,0,1,1) 
0 1 22  9 2444 11 (D,0,1,1) (S,84,1,25) (S,83,25,23) (S,82,23,17) (S,128,17,41) (S,149,41,52) (S,27,52,57) (S,151,57,42) (S,148,42,41) (S,163,41,66) (D,0,1,1) 
0 1 23  6 2212  8 (D,0,1,1) (S,147,1,55) (S,146,55,49) (S,159,49,56) (S,162,56,55) (S,161,55,51) (S,126,51,42) (D,0,1,1) 
0 1 24  6 2372  8 (D,0,1,1) (S,158,1,54) (S,164,54,56) (S,152,56,51) (S,127,51,33) (S,130,33,53) (S,166,53,68) (D,0,1,1) 
0 1 25  6 1907  8 (D,0,1,1) (S,154,1,43) (S,36,43,68) (S,35,68,67) (S,185,67,68) (S,184,68,66) (S,183,66,57) (D,0,1,1) 
