53334
24
2680
2680
0 1  1  4 1836  6 (D,0,38,38) (S,28,38,52) (S,29,52,53) (S,30,53,54) (S,34,54,66) (D,0,38,38) 
0 1  2  8 2045 10 (D,0,38,38) (S,132,38,53) (S,140,53,66) (S,161,66,65) (S,159,65,53) (S,139,53,65) (S,135,65,54) (S,136,54,40) (S,20,40,40) (D,0,38,38) 
0 1  3  8 2022 10 (D,0,38,38) (S,131,38,51) (S,27,51,51) (S,129,51,37) (S,18,37,37) (S,98,37,52) (S,134,52,52) (S,130,52,63) (S,64,63,19) (D,0,38,38) 
0 1  4  6 1970  8 (D,0,38,38) (S,133,38,39) (S,19,39,39) (S,101,39,38) (S,138,38,55) (S,163,55,68) (S,35,68,68) (D,0,38,38) 
0 1  5  9 1960 11 (D,0,38,38) (S,137,38,41) (S,21,41,41) (S,141,41,67) (S,164,67,56) (S,142,56,42) (S,22,42,42) (S,106,42,54) (S,104,54,39) (S,100,39,23) (D,0,38,38) 
0 1  6  7 2312  9 (D,0,38,38) (S,97,38,38) (S,102,38,52) (S,99,52,22) (S,70,22,7) (S,5,7,7) (S,6,7,8) (S,84,8,13) (D,0,38,38) 
0 1  7  8 2144 10 (D,0,38,38) (S,33,38,63) (S,158,63,65) (S,160,65,54) (S,103,54,24) (S,13,24,24) (S,47,24,9) (S,48,9,10) (S,7,10,11) (D,0,38,38) 
0 1  8  6 1888  8 (D,0,38,38) (S,157,38,64) (S,156,64,62) (S,32,62,62) (S,152,62,50) (S,128,50,51) (S,154,51,51) (D,0,38,38) 
0 1  9  7 2241  9 (D,0,38,38) (S,155,38,52) (S,71,52,39) (S,69,39,23) (S,68,23,21) (S,12,21,21) (S,66,21,20) (S,11,20,19) (D,0,38,38) 
0 1 10  9 2303 11 (D,0,38,38) (S,153,38,61) (S,151,61,62) (S,127,62,37) (S,108,37,56) (S,110,56,43) (S,113,43,45) (S,23,45,45) (S,117,45,57) (S,8,57,14) (D,0,38,38) 
0 1 11 11 2106 13 (D,0,38,38) (S,107,38,55) (S,162,55,66) (S,105,66,40) (S,73,40,9) (S,49,9,11) (S,52,11,28) (S,15,28,28) (S,83,28,27) (S,14,27,27) (S,78,27,25) (S,76,25,41) (D,0,38,38) 
0 1 12  6 2062  8 (D,0,38,38) (S,72,38,8) (S,50,8,12) (S,53,12,14) (S,16,14,30) (S,86,30,29) (S,85,29,28) (D,0,38,38) 
0 1 13  8 2411 10 (D,0,38,38) (S,74,38,39) (S,67,39,37) (S,126,37,36) (S,96,36,37) (S,150,37,60) (S,147,60,48) (S,10,48,18) (S,57,18,1) (D,0,38,38) 
0 1 14  7 2187  9 (D,0,38,38) (S,149,38,50) (S,95,50,35) (S,93,35,34) (S,91,34,18) (S,60,18,17) (S,59,17,16) (S,1,16,1) (D,0,38,38) 
0 1 15  7 2097  9 (D,0,38,38) (S,148,38,49) (S,26,49,49) (S,124,49,35) (S,92,35,48) (S,122,48,34) (S,123,34,49) (S,61,49,4) (D,0,38,38) 
0 1 16  8 2427 10 (D,0,38,38) (S,4,38,6) (S,46,6,21) (S,63,21,5) (S,3,5,5) (S,44,5,7) (S,51,7,13) (S,112,13,28) (S,45,28,20) (D,0,38,38) 
0 1 17  7 2280  9 (D,0,38,38) (S,94,38,20) (S,62,20,35) (S,58,35,32) (S,17,32,33) (S,90,33,34) (S,125,34,50) (S,65,50,35) (D,0,38,38) 
0 1 18  6 2379  8 (D,0,38,38) (S,109,38,41) (S,111,41,69) (S,166,69,68) (S,116,68,46) (S,24,46,46) (S,42,46,5) (D,0,38,38) 
0 1 19  8 2498 10 (D,0,38,38) (S,43,38,6) (S,37,6,2) (S,2,2,2) (S,39,2,17) (S,89,17,59) (S,146,59,60) (S,88,60,33) (S,38,33,3) (D,0,38,38) 
0 1 20  6 2293  8 (D,0,38,38) (S,115,38,44) (S,114,44,29) (S,82,29,43) (S,165,43,56) (S,81,56,26) (S,75,26,9) (D,0,38,38) 
0 1 21  6 2366  8 (D,0,38,38) (S,80,38,11) (S,55,11,30) (S,54,30,15) (S,9,15,15) (S,56,15,31) (S,25,31,47) (D,0,38,38) 
0 1 22  7 2867  9 (D,0,38,38) (S,119,38,47) (S,120,47,31) (S,87,31,30) (S,79,30,42) (S,118,42,30) (S,121,30,58) (S,36,58,71) (D,0,38,38) 
0 1 23  7 2989  9 (D,0,38,38) (S,144,38,70) (S,169,70,58) (S,31,58,58) (S,145,58,57) (S,168,57,71) (S,40,71,4) (S,41,4,18) (D,0,38,38) 
0 1 24  3 1651  5 (D,0,38,38) (S,143,38,45) (S,167,45,69) (S,77,69,10) (D,0,38,38) 
