1211
10
1927
1927
0 1  1 12  101 14 (D,0,1,1) (S,2,1,6) (S,64,6,1) (S,104,1,7) (S,97,7,1) (S,72,1,13) (S,6,13,13) (S,99,13,13) (S,65,13,11) (S,11,11,19) (S,16,19,26) (S,87,26,34) (S,70,34,30) (D,0,1,1) 
0 1  2 10  124 12 (D,0,1,1) (S,40,1,20) (S,98,20,26) (S,79,26,26) (S,59,26,18) (S,56,18,19) (S,100,19,29) (S,21,29,33) (S,26,33,39) (S,42,39,33) (S,80,33,48) (D,0,1,1) 
0 1  3 10  120 12 (D,0,1,1) (S,102,1,6) (S,90,6,30) (S,37,30,40) (S,27,40,40) (S,33,40,47) (S,93,47,40) (S,77,40,49) (S,35,49,49) (S,34,49,48) (S,30,48,44) (D,0,1,1) 
0 1  4 12  118 14 (D,0,1,1) (S,43,1,21) (S,17,21,27) (S,76,27,22) (S,12,22,22) (S,63,22,21) (S,36,21,36) (S,23,36,36) (S,28,36,42) (S,39,42,49) (S,71,49,41) (S,46,41,34) (S,96,34,12) (D,0,1,1) 
0 1  5 14  152 16 (D,0,1,1) (S,91,1,8) (S,3,8,8) (S,101,8,6) (S,83,6,13) (S,7,13,14) (S,8,14,15) (S,13,15,23) (S,45,23,23) (S,73,23,22) (S,38,22,27) (S,44,27,34) (S,75,34,26) (S,86,26,5) (S,31,5,45) (D,0,1,1) 
0 1  6  9  126 11 (D,0,1,1) (S,1,1,5) (S,48,5,19) (S,74,19,18) (S,50,18,6) (S,58,6,15) (S,94,15,31) (S,19,31,31) (S,24,31,37) (S,29,37,43) (D,0,1,1) 
0 1  7  9  118 11 (D,0,1,1) (S,57,1,7) (S,41,7,3) (S,4,3,9) (S,51,9,15) (S,9,15,16) (S,14,16,24) (S,15,24,25) (S,92,25,23) (S,82,23,37) (D,0,1,1) 
0 1  8 13  127 15 (D,0,1,1) (S,47,1,14) (S,88,14,9) (S,61,9,24) (S,18,24,28) (S,20,28,32) (S,95,32,43) (S,67,43,50) (S,105,50,45) (S,84,45,43) (S,66,43,37) (S,25,37,38) (S,78,38,45) (S,68,45,43) (D,0,1,1) 
0 1  9 11  133 13 (D,0,1,1) (S,52,1,10) (S,5,10,10) (S,10,10,17) (S,53,17,25) (S,69,25,38) (S,62,38,38) (S,81,38,28) (S,89,28,23) (S,55,23,9) (S,54,9,4) (S,103,4,10) (D,0,1,1) 
0 1 10  5   92  7 (D,0,1,1) (S,49,1,31) (S,22,31,35) (S,85,35,34) (S,32,34,46) (S,60,46,41) (D,0,1,1) 
