56905
24
5219
5219
0 1  1  7 2054  9 (D,0,1,1) (S,1,1,2) (S,72,2,13) (S,9,13,13) (S,8,13,12) (S,19,12,23) (S,20,23,24) (S,21,24,25) (D,0,1,1) 
0 1  2  8 2451 10 (D,0,1,1) (S,71,1,3) (S,2,3,3) (S,3,3,4) (S,73,4,14) (S,10,14,14) (S,102,14,36) (S,30,36,36) (S,58,36,72) (D,0,1,1) 
0 1  3  7 2138  9 (D,0,1,1) (S,70,1,2) (S,83,2,23) (S,101,23,25) (S,123,25,47) (S,139,47,46) (S,37,46,46) (S,141,46,58) (D,0,1,1) 
0 1  4  6 2330  8 (D,0,1,1) (S,82,1,1) (S,84,1,25) (S,122,25,35) (S,29,35,35) (S,138,35,47) (S,38,47,48) (D,0,1,1) 
0 1  5  5 2106  7 (D,0,1,1) (S,99,1,24) (S,100,24,13) (S,64,13,34) (S,28,34,34) (S,36,34,45) (D,0,1,1) 
0 1  6  6 2068  8 (D,0,1,1) (S,4,1,5) (S,5,5,6) (S,74,6,17) (S,13,17,17) (S,89,17,6) (S,12,6,16) (D,0,1,1) 
0 1  7  6 2221  8 (D,0,1,1) (S,104,1,37) (S,31,37,37) (S,32,37,38) (S,126,38,37) (S,125,37,27) (S,22,27,27) (D,0,1,1) 
0 1  8  9 2475 11 (D,0,1,1) (S,103,1,27) (S,23,27,28) (S,109,28,39) (S,127,39,28) (S,108,28,30) (S,24,30,30) (S,25,30,31) (S,111,31,20) (S,26,20,32) (D,0,1,1) 
0 1  9 10 2392 12 (D,0,1,1) (S,137,1,46) (S,140,46,48) (S,142,48,37) (S,124,37,38) (S,106,38,38) (S,105,38,16) (S,87,16,5) (S,6,5,7) (S,77,7,19) (S,15,19,19) (D,0,1,1) 
0 1 10  9 2158 11 (D,0,1,1) (S,66,1,56) (S,44,56,56) (S,53,56,67) (S,54,67,68) (S,68,68,68) (S,55,68,69) (S,173,69,70) (S,56,70,70) (S,158,70,57) (D,0,1,1) 
0 1 11  6 2185  8 (D,0,1,1) (S,75,1,8) (S,79,8,20) (S,16,20,20) (S,112,20,32) (S,136,32,42) (S,35,42,42) (D,0,1,1) 
0 1 12  9 2404 11 (D,0,1,1) (S,76,1,18) (S,14,18,18) (S,90,18,17) (S,88,17,15) (S,11,15,15) (S,86,15,14) (S,85,14,4) (S,95,4,31) (S,113,31,33) (D,0,1,1) 
0 1 13  6 2356  8 (D,0,1,1) (S,121,1,46) (S,143,46,59) (S,46,59,59) (S,47,59,60) (S,159,60,59) (S,45,59,57) (D,0,1,1) 
0 1 14  8 2573 10 (D,0,1,1) (S,120,1,36) (S,119,36,34) (S,67,34,67) (S,172,67,69) (S,57,69,71) (S,160,71,61) (S,174,61,71) (S,48,71,61) (D,0,1,1) 
0 1 15  9 2545 11 (D,0,1,1) (S,118,1,24) (S,107,24,17) (S,78,17,19) (S,93,19,18) (S,110,18,31) (S,134,31,41) (S,34,41,41) (S,166,41,73) (S,41,73,53) (D,0,1,1) 
0 1 16  8 2440 10 (D,0,1,1) (S,157,1,68) (S,156,68,46) (S,163,46,73) (S,59,73,73) (S,60,73,74) (S,176,74,63) (S,152,63,54) (S,52,54,66) (D,0,1,1) 
0 1 17  9 2427 11 (D,0,1,1) (S,92,1,9) (S,7,9,10) (S,81,10,11) (S,18,11,22) (S,98,22,21) (S,17,21,21) (S,96,21,20) (S,135,20,32) (S,27,32,33) (D,0,1,1) 
0 1 18  8 2570 10 (D,0,1,1) (S,91,1,7) (S,94,7,29) (S,130,29,50) (S,39,50,50) (S,146,50,60) (S,162,60,72) (S,128,72,29) (S,116,29,32) (D,0,1,1) 
0 1 19  7 2430  9 (D,0,1,1) (S,80,1,9) (S,65,9,42) (S,133,42,40) (S,33,40,40) (S,40,40,51) (S,164,51,51) (S,42,51,54) (D,0,1,1) 
0 1 20  8 2793 10 (D,0,1,1) (S,129,1,49) (S,145,49,48) (S,161,48,50) (S,149,50,62) (S,165,62,63) (S,49,63,63) (S,50,63,64) (S,51,64,65) (D,0,1,1) 
0 1 21  9 2521 11 (D,0,1,1) (S,114,1,43) (S,153,43,55) (S,43,55,55) (S,154,55,44) (S,117,44,44) (S,115,44,22) (S,97,22,32) (S,155,32,66) (S,168,66,54) (D,0,1,1) 
0 1 22  6 2527  8 (D,0,1,1) (S,148,1,51) (S,175,51,72) (S,147,72,49) (S,144,49,38) (S,132,38,30) (S,131,30,51) (D,0,1,1) 
0 1 23  6 2638  8 (D,0,1,1) (S,69,1,74) (S,151,74,51) (S,150,51,41) (S,167,41,63) (S,61,63,75) (S,63,75,77) (D,0,1,1) 
0 1 24  5 2103  7 (D,0,1,1) (S,171,1,65) (S,169,65,64) (S,62,64,76) (S,177,76,66) (S,170,66,76) (D,0,1,1) 
