42069
22
1789
1789
0 1  1  7 2160  9 (D,0,1,1) (S,13,1,3) (S,89,3,11) (S,88,11,2) (S,25,2,19) (S,34,19,19) (S,24,19,18) (S,30,18,16) (D,0,1,1) 
0 1  2  3 1560  5 (D,0,1,1) (S,11,1,10) (S,22,10,11) (S,23,11,17) (D,0,1,1) 
0 1  3  6 1879  8 (D,0,1,1) (S,12,1,11) (S,36,11,31) (S,55,31,43) (S,80,43,45) (S,95,45,45) (S,81,45,47) (D,0,1,1) 
0 1  4  5 1767  7 (D,0,1,1) (S,14,1,4) (S,28,4,20) (S,6,20,33) (S,90,33,21) (S,39,21,34) (D,0,1,1) 
0 1  5  7 2002  9 (D,0,1,1) (S,15,1,12) (S,35,12,20) (S,60,20,45) (S,9,45,45) (S,5,45,32) (S,91,32,22) (S,67,22,38) (D,0,1,1) 
0 1  6  5 2032  7 (D,0,1,1) (S,2,1,17) (S,4,17,29) (S,33,29,29) (S,53,29,42) (S,85,42,53) (D,0,1,1) 
0 1  7  5 1754  7 (D,0,1,1) (S,32,1,18) (S,54,18,31) (S,58,31,44) (S,79,44,44) (S,27,44,19) (D,0,1,1) 
0 1  8  4 2009  6 (D,0,1,1) (S,52,1,30) (S,56,30,44) (S,78,44,43) (S,7,43,35) (D,0,1,1) 
0 1  9  5 2164  7 (D,0,1,1) (S,26,1,13) (S,16,13,5) (S,18,5,14) (S,17,14,6) (S,3,6,25) (D,0,1,1) 
0 1 10  4 1822  6 (D,0,1,1) (S,57,1,33) (S,38,33,33) (S,62,33,46) (S,63,46,36) (D,0,1,1) 
0 1 11  4 1831  6 (D,0,1,1) (S,37,1,32) (S,59,32,34) (S,93,34,22) (S,42,22,24) (D,0,1,1) 
0 1 12  3 1837  5 (D,0,1,1) (S,29,1,22) (S,43,22,36) (S,65,36,48) (D,0,1,1) 
0 1 13  5 2052  7 (D,0,1,1) (S,61,1,35) (S,41,35,36) (S,82,36,49) (S,68,49,49) (S,47,49,27) (D,0,1,1) 
0 1 14  6 1984  8 (D,0,1,1) (S,40,1,23) (S,45,23,38) (S,92,38,24) (S,44,24,37) (S,71,37,51) (S,10,51,50) (D,0,1,1) 
0 1 15  5 2061  7 (D,0,1,1) (S,1,1,6) (S,86,6,8) (S,87,8,8) (S,21,8,16) (S,94,16,26) (D,0,1,1) 
0 1 16  5 1984  7 (D,0,1,1) (S,19,1,7) (S,20,7,25) (S,70,25,50) (S,83,50,51) (S,8,51,39) (D,0,1,1) 
0 1 17  4 1965  6 (D,0,1,1) (S,66,1,49) (S,98,49,49) (S,97,49,50) (S,69,50,39) (D,0,1,1) 
0 1 18  3 2026  5 (D,0,1,1) (S,64,1,37) (S,46,37,38) (S,76,38,53) (D,0,1,1) 
0 1 19  3 1746  5 (D,0,1,1) (S,96,1,48) (S,84,48,52) (S,75,52,52) (D,0,1,1) 
0 1 20  3 1795  5 (D,0,1,1) (S,48,1,39) (S,73,39,51) (S,72,51,40) (D,0,1,1) 
0 1 21  3 2013  5 (D,0,1,1) (S,50,1,40) (S,77,40,53) (S,74,53,41) (D,0,1,1) 
0 1 22  3 1626  5 (D,0,1,1) (S,49,1,28) (S,51,28,41) (S,31,41,28) (D,0,1,1) 
