1026
10
2093
2093
0 1  1 14  105 16 (D,0,1,1) (S,3,1,5) (S,4,5,6) (S,93,6,5) (S,87,5,11) (S,9,11,12) (S,82,12,7) (S,5,7,7) (S,40,7,19) (S,94,19,6) (S,76,6,1) (S,78,1,5) (S,8,5,10) (S,68,10,12) (S,105,12,3) (D,0,1,1) 
0 1  2 14   97 16 (D,0,1,1) (S,7,1,9) (S,11,9,14) (S,60,14,14) (S,18,14,23) (S,12,23,15) (S,99,15,29) (S,23,29,29) (S,24,29,30) (S,77,30,37) (S,30,37,38) (S,104,38,36) (S,116,36,38) (S,54,38,44) (S,106,44,38) (D,0,1,1) 
0 1  3 12   89 14 (D,0,1,1) (S,44,1,10) (S,96,10,11) (S,50,11,18) (S,15,18,18) (S,95,18,32) (S,26,32,32) (S,88,32,31) (S,25,31,31) (S,42,31,40) (S,72,40,39) (S,31,39,39) (S,100,39,30) (D,0,1,1) 
0 1  4 14  104 16 (D,0,1,1) (S,89,1,16) (S,13,16,16) (S,14,16,17) (S,55,17,18) (S,70,18,10) (S,84,10,17) (S,19,17,24) (S,98,24,23) (S,102,23,23) (S,74,23,16) (S,86,16,17) (S,63,17,30) (S,91,30,31) (S,115,31,24) (D,0,1,1) 
0 1  5 13  102 15 (D,0,1,1) (S,90,1,15) (S,61,15,28) (S,22,28,28) (S,21,28,27) (S,45,27,36) (S,47,36,46) (S,36,46,46) (S,111,46,49) (S,38,49,49) (S,39,49,50) (S,65,50,48) (S,64,48,45) (S,66,45,44) (D,0,1,1) 
0 1  6 10   96 12 (D,0,1,1) (S,71,1,22) (S,17,22,22) (S,58,22,26) (S,20,26,26) (S,83,26,25) (S,27,25,33) (S,103,33,25) (S,97,25,34) (S,28,34,34) (S,29,34,35) (D,0,1,1) 
0 1  7 12  119 14 (D,0,1,1) (S,57,1,24) (S,110,24,29) (S,67,29,17) (S,59,17,24) (S,49,24,38) (S,62,38,29) (S,101,29,47) (S,37,47,47) (S,79,47,39) (S,52,39,50) (S,43,50,50) (S,1,50,2) (D,0,1,1) 
0 1  8 13  132 15 (D,0,1,1) (S,41,1,5) (S,2,5,3) (S,113,3,2) (S,51,2,7) (S,10,7,13) (S,46,13,22) (S,112,22,22) (S,16,22,20) (S,75,20,33) (S,80,33,26) (S,114,26,20) (S,73,20,14) (S,53,14,36) (D,0,1,1) 
0 1  9 10  117 12 (D,0,1,1) (S,48,1,29) (S,107,29,35) (S,34,35,43) (S,33,43,42) (S,108,42,48) (S,85,48,49) (S,56,49,48) (S,92,48,43) (S,35,43,44) (S,81,44,43) (D,0,1,1) 
0 1 10  4   65  6 (D,0,1,1) (S,6,1,8) (S,69,8,13) (S,32,13,41) (S,109,41,44) (D,0,1,1) 
