37002
15
1549
1549
0 1  1  7 2189  9 (D,0,1,1) (S,1,1,2) (S,47,2,11) (S,8,11,11) (S,60,11,10) (S,7,10,10) (S,45,10,2) (S,2,2,3) (D,0,1,1) 
0 1  2  6 2030  8 (D,0,1,1) (S,46,1,3) (S,49,3,12) (S,9,12,12) (S,59,12,18) (S,14,18,18) (S,15,18,19) (D,0,1,1) 
0 1  3  9 2459 11 (D,0,1,1) (S,48,1,4) (S,3,4,4) (S,50,4,3) (S,58,3,1) (S,70,1,20) (S,16,20,20) (S,72,20,19) (S,69,19,11) (S,89,11,32) (D,0,1,1) 
0 1  4  8 2277 10 (D,0,1,1) (S,87,1,30) (S,25,30,30) (S,90,30,38) (S,35,38,43) (S,36,43,44) (S,102,44,45) (S,33,45,40) (S,32,40,39) (D,0,1,1) 
0 1  5 10 3001 12 (D,0,1,1) (S,71,1,12) (S,88,12,42) (S,34,42,41) (S,43,41,39) (S,97,39,32) (S,26,32,32) (S,98,32,40) (S,99,40,42) (S,101,42,39) (S,17,39,21) (D,0,1,1) 
0 1  6  8 2400 10 (D,0,1,1) (S,4,1,6) (S,51,6,14) (S,10,14,14) (S,19,14,23) (S,78,23,14) (S,80,14,24) (S,20,24,24) (S,22,24,26) (D,0,1,1) 
0 1  7  8 2717 10 (D,0,1,1) (S,64,1,23) (S,63,23,13) (S,61,13,5) (S,5,5,7) (S,54,7,9) (S,6,9,9) (S,57,9,17) (S,12,17,16) (D,0,1,1) 
0 1  8  8 2410 10 (D,0,1,1) (S,52,1,8) (S,55,8,16) (S,66,16,15) (S,11,15,15) (S,53,15,16) (S,65,16,24) (S,21,24,25) (S,85,25,17) (D,0,1,1) 
0 1  9 10 2944 12 (D,0,1,1) (S,79,1,22) (S,18,22,22) (S,24,22,28) (S,28,28,34) (S,94,34,35) (S,77,35,21) (S,76,21,27) (S,75,27,20) (S,93,20,33) (S,38,33,47) (D,0,1,1) 
0 1 10  6 2490  8 (D,0,1,1) (S,41,1,35) (S,29,35,35) (S,82,35,36) (S,30,36,36) (S,95,36,35) (S,106,35,46) (D,0,1,1) 
0 1 11  6 2702  8 (D,0,1,1) (S,91,1,39) (S,44,39,45) (S,27,45,33) (S,23,33,27) (S,62,27,22) (S,105,22,35) (D,0,1,1) 
0 1 12  7 2532  9 (D,0,1,1) (S,68,1,26) (S,13,26,17) (S,67,17,25) (S,84,25,16) (S,83,16,16) (S,56,16,8) (S,81,8,25) (D,0,1,1) 
0 1 13  6 2999  8 (D,0,1,1) (S,100,1,44) (S,92,44,40) (S,86,40,21) (S,42,21,33) (S,74,33,5) (S,37,5,46) (D,0,1,1) 
0 1 14  7 2689  9 (D,0,1,1) (S,96,1,48) (S,39,48,48) (S,107,48,47) (S,104,47,47) (S,103,47,34) (S,73,34,4) (S,31,4,37) (D,0,1,1) 
0 1 15  2 1163  4 (D,0,1,1) (S,108,1,49) (S,40,49,49) (D,0,1,1) 
