NOME, VERTICE, INTERMEDIACAO
BHW1,1,0.136364
BHW1,2,0.166667
BHW1,3,0.0454545
BHW1,4,0
BHW1,5,0.106061
BHW1,6,0.287879
BHW1,7,0.166667
BHW1,8,0.121212
BHW1,9,0.106061
BHW1,10,0.0454545
BHW1,11,0
BHW1,12,0.166667
BHW10,1,0
BHW10,2,0.049617
BHW10,3,0
BHW10,4,0.0989011
BHW10,5,0.0602731
BHW10,6,0
BHW10,7,0.0546121
BHW10,8,0.0669331
BHW10,9,0.0872461
BHW10,10,0.106893
BHW10,11,0.201465
BHW10,12,0.130869
BHW10,13,0.01332
BHW10,14,0.00532801
BHW10,15,0.044955
BHW10,16,0.020979
BHW10,17,0
BHW10,18,0.155511
BHW10,19,0.174159
BHW10,20,0.10323
BHW10,21,0.237429
BHW10,22,0.219114
BHW10,23,0.100899
BHW10,24,0.0952381
BHW10,25,0.0775891
BHW10,26,0.0576091
BHW10,27,0
BHW10,28,0.004995
BHW10,29,0
BHW10,30,0
BHW10,31,0.0935731
BHW10,32,0.0789211
BHW10,33,0.032301
BHW10,34,0
BHW10,35,0.033633
BHW10,36,0
BHW10,37,0.043623
BHW10,38,0
BHW10,39,0.0626041
BHW10,40,0.0755911
BHW10,41,0.135864
BHW10,42,0.190143
BHW10,43,0.119547
BHW10,44,0.253746
BHW10,45,0
BHW10,46,0.226773
BHW10,47,0.293373
BHW10,48,0.0536131
BHW10,49,0.28305
BHW10,50,0.122877
BHW10,51,0.175158
BHW10,52,0.036297
BHW10,53,0.016983
BHW10,54,0
BHW10,55,0
BHW10,56,0.0685981
BHW10,57,0.029304
BHW10,58,0.196137
BHW10,59,0.224775
BHW10,60,0.157176
BHW10,61,0
BHW10,62,0.120213
BHW10,63,0.049617
BHW10,64,0
BHW10,65,0
BHW10,66,0.024975
BHW10,67,0.0572761
BHW10,68,0
BHW10,69,0.0915751
BHW10,70,0
BHW10,71,0.024975
BHW10,72,0.0959041
BHW10,73,0.024975
BHW10,74,0
BHW10,75,0.0959041
BHW10,76,0.124875
BHW10,77,0.028305
BHW10,78,0
BHW11,1,0
BHW11,2,0.049617
BHW11,3,0
BHW11,4,0.0989011
BHW11,5,0.0602731
BHW11,6,0
BHW11,7,0.0546121
BHW11,8,0.0669331
BHW11,9,0.0872461
BHW11,10,0.106893
BHW11,11,0.201465
BHW11,12,0.130869
BHW11,13,0.01332
BHW11,14,0.00532801
BHW11,15,0.044955
BHW11,16,0.020979
BHW11,17,0
BHW11,18,0.155511
BHW11,19,0.174159
BHW11,20,0.10323
BHW11,21,0.237429
BHW11,22,0.219114
BHW11,23,0.100899
BHW11,24,0.0952381
BHW11,25,0.0775891
BHW11,26,0.0576091
BHW11,27,0
BHW11,28,0.004995
BHW11,29,0
BHW11,30,0
BHW11,31,0.0935731
BHW11,32,0.0789211
BHW11,33,0.032301
BHW11,34,0
BHW11,35,0.033633
BHW11,36,0
BHW11,37,0.043623
BHW11,38,0
BHW11,39,0.0626041
BHW11,40,0.0755911
BHW11,41,0.135864
BHW11,42,0.190143
BHW11,43,0.119547
BHW11,44,0.253746
BHW11,45,0
BHW11,46,0.226773
BHW11,47,0.293373
BHW11,48,0.0536131
BHW11,49,0.28305
BHW11,50,0.122877
BHW11,51,0.175158
BHW11,52,0.036297
BHW11,53,0.016983
BHW11,54,0
BHW11,55,0
BHW11,56,0.0685981
BHW11,57,0.029304
BHW11,58,0.196137
BHW11,59,0.224775
BHW11,60,0.157176
BHW11,61,0
BHW11,62,0.120213
BHW11,63,0.049617
BHW11,64,0
BHW11,65,0
BHW11,66,0.024975
BHW11,67,0.0572761
BHW11,68,0
BHW11,69,0.0915751
BHW11,70,0
BHW11,71,0.024975
BHW11,72,0.0959041
BHW11,73,0.024975
BHW11,74,0
BHW11,75,0.0959041
BHW11,76,0.124875
BHW11,77,0.028305
BHW11,78,0
BHW12,1,0
BHW12,2,0
BHW12,3,0
BHW12,4,0
BHW12,5,0
BHW12,6,0.0278622
BHW12,7,0
BHW12,8,0.0413374
BHW12,9,0.00324215
BHW12,10,0.0164134
BHW12,11,0.204661
BHW12,12,0.150456
BHW12,13,0.104357
BHW12,14,0
BHW12,15,0.0287741
BHW12,16,0
BHW12,17,0.0671733
BHW12,18,0.0133739
BHW12,19,0
BHW12,20,0.0314083
BHW12,21,0
BHW12,22,0
BHW12,23,0.000405268
BHW12,24,0.00536981
BHW12,25,0.0152989
BHW12,26,0.0131712
BHW12,27,0.0341439
BHW12,28,0.100304
BHW12,29,0.102128
BHW12,30,0.0514691
BHW12,31,0.024924
BHW12,32,0
BHW12,33,0.314894
BHW12,34,0.240122
BHW12,35,0.0233029
BHW12,36,0.0547112
BHW12,37,0.0528875
BHW12,38,0.0414387
BHW12,39,0
BHW12,40,0
BHW12,41,0.0138804
BHW12,42,0.00547112
BHW12,43,0.248835
BHW12,44,0.234347
BHW12,45,0.259574
BHW12,46,0.245593
BHW12,47,0
BHW12,48,0.115096
BHW12,49,0.126849
BHW12,50,0.0134752
BHW12,51,0.00607903
BHW12,52,0.00638298
BHW12,53,0.0140831
BHW12,54,0
BHW12,55,0.12077
BHW12,56,0.123607
BHW12,57,0.0342452
BHW12,58,0.0613982
BHW12,59,0.0281662
BHW12,60,0.0535968
BHW12,61,0.0392097
BHW12,62,0.0499493
BHW12,63,0.043465
BHW12,64,0.117629
BHW12,65,0.112867
BHW12,66,0.0813576
BHW12,67,0.118237
BHW12,68,0.0636272
BHW12,69,0.118541
BHW12,70,0.0545086
BHW12,71,0.115907
BHW12,72,0.107396
BHW12,73,0.0537994
BHW12,74,0.0576494
BHW12,75,0
BHW12,76,0.0627153
BHW12,77,0.278622
BHW12,78,0.235664
BHW12,79,0.232219
BHW12,80,0.214387
BHW12,81,0.0077001
BHW12,82,0.21459
BHW12,83,0.00334347
BHW12,84,0.182472
BHW12,85,0.178622
BHW12,86,0.206383
BHW12,87,0.197568
BHW12,88,0.0649443
BHW12,89,0.0356636
BHW12,90,0.0988855
BHW12,91,0.133739
BHW12,92,0.0338399
BHW12,93,0.0941236
BHW12,94,0.145897
BHW12,95,0.0407295
BHW12,96,0.0279635
BHW12,97,0.0139818
BHW12,98,0
BHW12,99,0.000405268
BHW12,100,0.0135765
BHW12,101,0.141844
BHW12,102,0.123404
BHW12,103,0.0685917
BHW12,104,0.077001
BHW12,105,0.0682877
BHW12,106,0.0619048
BHW12,107,0.0502533
BHW12,108,0.0139818
BHW12,109,0
BHW12,110,0.0139818
BHW12,111,0
BHW12,112,0.0462006
BHW12,113,0.0557244
BHW12,114,0.0361702
BHW12,115,0.00982776
BHW12,116,0.0139818
BHW12,117,0.0458967
BHW12,118,0.104762
BHW12,119,0.0390071
BHW12,120,0.0508612
BHW12,121,0.129889
BHW12,122,0.262918
BHW12,123,0.21155
BHW12,124,0.151672
BHW12,125,0.0379939
BHW12,126,0.131611
BHW12,127,0.0413374
BHW12,128,0.0139818
BHW12,129,0
BHW12,130,0
BHW12,131,0.0551165
BHW12,132,0.0401216
BHW12,133,0.027153
BHW12,134,0.00101317
BHW12,135,0
BHW12,136,0.0145897
BHW12,137,0
BHW12,138,0.0274569
BHW12,139,0.323202
BHW12,140,0.121277
BHW12,141,0
BHW13,1,0
BHW13,2,0
BHW13,3,0
BHW13,4,0
BHW13,5,0
BHW13,6,0.0278622
BHW13,7,0
BHW13,8,0.0413374
BHW13,9,0.00324215
BHW13,10,0.0164134
BHW13,11,0.204661
BHW13,12,0.150456
BHW13,13,0.104357
BHW13,14,0
BHW13,15,0.0287741
BHW13,16,0
BHW13,17,0.0671733
BHW13,18,0.0133739
BHW13,19,0
BHW13,20,0.0314083
BHW13,21,0
BHW13,22,0
BHW13,23,0.000405268
BHW13,24,0.00536981
BHW13,25,0.0152989
BHW13,26,0.0131712
BHW13,27,0.0341439
BHW13,28,0.100304
BHW13,29,0.102128
BHW13,30,0.0514691
BHW13,31,0.024924
BHW13,32,0
BHW13,33,0.314894
BHW13,34,0.240122
BHW13,35,0.0233029
BHW13,36,0.0547112
BHW13,37,0.0528875
BHW13,38,0.0414387
BHW13,39,0
BHW13,40,0
BHW13,41,0.0138804
BHW13,42,0.00547112
BHW13,43,0.248835
BHW13,44,0.234347
BHW13,45,0.259574
BHW13,46,0.245593
BHW13,47,0
BHW13,48,0.115096
BHW13,49,0.126849
BHW13,50,0.0134752
BHW13,51,0.00607903
BHW13,52,0.00638298
BHW13,53,0.0140831
BHW13,54,0
BHW13,55,0.12077
BHW13,56,0.123607
BHW13,57,0.0342452
BHW13,58,0.0613982
BHW13,59,0.0281662
BHW13,60,0.0535968
BHW13,61,0.0392097
BHW13,62,0.0499493
BHW13,63,0.043465
BHW13,64,0.117629
BHW13,65,0.112867
BHW13,66,0.0813576
BHW13,67,0.118237
BHW13,68,0.0636272
BHW13,69,0.118541
BHW13,70,0.0545086
BHW13,71,0.115907
BHW13,72,0.107396
BHW13,73,0.0537994
BHW13,74,0.0576494
BHW13,75,0
BHW13,76,0.0627153
BHW13,77,0.278622
BHW13,78,0.235664
BHW13,79,0.232219
BHW13,80,0.214387
BHW13,81,0.0077001
BHW13,82,0.21459
BHW13,83,0.00334347
BHW13,84,0.182472
BHW13,85,0.178622
BHW13,86,0.206383
BHW13,87,0.197568
BHW13,88,0.0649443
BHW13,89,0.0356636
BHW13,90,0.0988855
BHW13,91,0.133739
BHW13,92,0.0338399
BHW13,93,0.0941236
BHW13,94,0.145897
BHW13,95,0.0407295
BHW13,96,0.0279635
BHW13,97,0.0139818
BHW13,98,0
BHW13,99,0.000405268
BHW13,100,0.0135765
BHW13,101,0.141844
BHW13,102,0.123404
BHW13,103,0.0685917
BHW13,104,0.077001
BHW13,105,0.0682877
BHW13,106,0.0619048
BHW13,107,0.0502533
BHW13,108,0.0139818
BHW13,109,0
BHW13,110,0.0139818
BHW13,111,0
BHW13,112,0.0462006
BHW13,113,0.0557244
BHW13,114,0.0361702
BHW13,115,0.00982776
BHW13,116,0.0139818
BHW13,117,0.0458967
BHW13,118,0.104762
BHW13,119,0.0390071
BHW13,120,0.0508612
BHW13,121,0.129889
BHW13,122,0.262918
BHW13,123,0.21155
BHW13,124,0.151672
BHW13,125,0.0379939
BHW13,126,0.131611
BHW13,127,0.0413374
BHW13,128,0.0139818
BHW13,129,0
BHW13,130,0
BHW13,131,0.0551165
BHW13,132,0.0401216
BHW13,133,0.027153
BHW13,134,0.00101317
BHW13,135,0
BHW13,136,0.0145897
BHW13,137,0
BHW13,138,0.0274569
BHW13,139,0.323202
BHW13,140,0.121277
BHW13,141,0
BHW14,1,0
BHW14,2,0.049617
BHW14,3,0
BHW14,4,0.0989011
BHW14,5,0.0602731
BHW14,6,0
BHW14,7,0.0546121
BHW14,8,0.0669331
BHW14,9,0.0872461
BHW14,10,0.106893
BHW14,11,0.201465
BHW14,12,0.130869
BHW14,13,0.01332
BHW14,14,0.00532801
BHW14,15,0.044955
BHW14,16,0.020979
BHW14,17,0
BHW14,18,0.155511
BHW14,19,0.174159
BHW14,20,0.10323
BHW14,21,0.237429
BHW14,22,0.219114
BHW14,23,0.100899
BHW14,24,0.0952381
BHW14,25,0.0775891
BHW14,26,0.0576091
BHW14,27,0
BHW14,28,0.004995
BHW14,29,0
BHW14,30,0
BHW14,31,0.0935731
BHW14,32,0.0789211
BHW14,33,0.032301
BHW14,34,0
BHW14,35,0.033633
BHW14,36,0
BHW14,37,0.043623
BHW14,38,0
BHW14,39,0.0626041
BHW14,40,0.0755911
BHW14,41,0.135864
BHW14,42,0.190143
BHW14,43,0.119547
BHW14,44,0.253746
BHW14,45,0
BHW14,46,0.226773
BHW14,47,0.293373
BHW14,48,0.0536131
BHW14,49,0.28305
BHW14,50,0.122877
BHW14,51,0.175158
BHW14,52,0.036297
BHW14,53,0.016983
BHW14,54,0
BHW14,55,0
BHW14,56,0.0685981
BHW14,57,0.029304
BHW14,58,0.196137
BHW14,59,0.224775
BHW14,60,0.157176
BHW14,61,0
BHW14,62,0.120213
BHW14,63,0.049617
BHW14,64,0
BHW14,65,0
BHW14,66,0.024975
BHW14,67,0.0572761
BHW14,68,0
BHW14,69,0.0915751
BHW14,70,0
BHW14,71,0.024975
BHW14,72,0.0959041
BHW14,73,0.024975
BHW14,74,0
BHW14,75,0.0959041
BHW14,76,0.124875
BHW14,77,0.028305
BHW14,78,0
BHW15,1,0
BHW15,2,0.049617
BHW15,3,0
BHW15,4,0.0989011
BHW15,5,0.0602731
BHW15,6,0
BHW15,7,0.0546121
BHW15,8,0.0669331
BHW15,9,0.0872461
BHW15,10,0.106893
BHW15,11,0.201465
BHW15,12,0.130869
BHW15,13,0.01332
BHW15,14,0.00532801
BHW15,15,0.044955
BHW15,16,0.020979
BHW15,17,0
BHW15,18,0.155511
BHW15,19,0.174159
BHW15,20,0.10323
BHW15,21,0.237429
BHW15,22,0.219114
BHW15,23,0.100899
BHW15,24,0.0952381
BHW15,25,0.0775891
BHW15,26,0.0576091
BHW15,27,0
BHW15,28,0.004995
BHW15,29,0
BHW15,30,0
BHW15,31,0.0935731
BHW15,32,0.0789211
BHW15,33,0.032301
BHW15,34,0
BHW15,35,0.033633
BHW15,36,0
BHW15,37,0.043623
BHW15,38,0
BHW15,39,0.0626041
BHW15,40,0.0755911
BHW15,41,0.135864
BHW15,42,0.190143
BHW15,43,0.119547
BHW15,44,0.253746
BHW15,45,0
BHW15,46,0.226773
BHW15,47,0.293373
BHW15,48,0.0536131
BHW15,49,0.28305
BHW15,50,0.122877
BHW15,51,0.175158
BHW15,52,0.036297
BHW15,53,0.016983
BHW15,54,0
BHW15,55,0
BHW15,56,0.0685981
BHW15,57,0.029304
BHW15,58,0.196137
BHW15,59,0.224775
BHW15,60,0.157176
BHW15,61,0
BHW15,62,0.120213
BHW15,63,0.049617
BHW15,64,0
BHW15,65,0
BHW15,66,0.024975
BHW15,67,0.0572761
BHW15,68,0
BHW15,69,0.0915751
BHW15,70,0
BHW15,71,0.024975
BHW15,72,0.0959041
BHW15,73,0.024975
BHW15,74,0
BHW15,75,0.0959041
BHW15,76,0.124875
BHW15,77,0.028305
BHW15,78,0
BHW16,1,0
BHW16,2,0
BHW16,3,0
BHW16,4,0
BHW16,5,0
BHW16,6,0.0278622
BHW16,7,0
BHW16,8,0.0413374
BHW16,9,0.00324215
BHW16,10,0.0164134
BHW16,11,0.204661
BHW16,12,0.150456
BHW16,13,0.104357
BHW16,14,0
BHW16,15,0.0287741
BHW16,16,0
BHW16,17,0.0671733
BHW16,18,0.0133739
BHW16,19,0
BHW16,20,0.0314083
BHW16,21,0
BHW16,22,0
BHW16,23,0.000405268
BHW16,24,0.00536981
BHW16,25,0.0152989
BHW16,26,0.0131712
BHW16,27,0.0341439
BHW16,28,0.100304
BHW16,29,0.102128
BHW16,30,0.0514691
BHW16,31,0.024924
BHW16,32,0
BHW16,33,0.314894
BHW16,34,0.240122
BHW16,35,0.0233029
BHW16,36,0.0547112
BHW16,37,0.0528875
BHW16,38,0.0414387
BHW16,39,0
BHW16,40,0
BHW16,41,0.0138804
BHW16,42,0.00547112
BHW16,43,0.248835
BHW16,44,0.234347
BHW16,45,0.259574
BHW16,46,0.245593
BHW16,47,0
BHW16,48,0.115096
BHW16,49,0.126849
BHW16,50,0.0134752
BHW16,51,0.00607903
BHW16,52,0.00638298
BHW16,53,0.0140831
BHW16,54,0
BHW16,55,0.12077
BHW16,56,0.123607
BHW16,57,0.0342452
BHW16,58,0.0613982
BHW16,59,0.0281662
BHW16,60,0.0535968
BHW16,61,0.0392097
BHW16,62,0.0499493
BHW16,63,0.043465
BHW16,64,0.117629
BHW16,65,0.112867
BHW16,66,0.0813576
BHW16,67,0.118237
BHW16,68,0.0636272
BHW16,69,0.118541
BHW16,70,0.0545086
BHW16,71,0.115907
BHW16,72,0.107396
